31,38,10
31,2289,10
31,4235,10
31,5909,10
31,5962,4
31,7447,10
31,8305,10
31,9919,2
31,10148,10
31,11089,10
31,12713,10
31,13346,10
31,14258,10
31,14873,10
31,15131,8
31,17877,5
31,18534,10
31,19472,10
31,19658,10
31,19826,10
31,20468,10
31,21556,10
31,22877,10
31,23557,10
31,24694,10
31,25377,10
31,27957,5
31,30188,10
31,30605,10
31,35941,10
31,36424,10
31,37500,10
31,40121,10
31,40591,10
31,40701,10
31,41342,10
31,42096,10
31,47263,9
31,48832,10
31,50215,10
31,51019,10
31,52163,10
31,52203,5
31,52724,10
31,54775,1
31,55829,10
31,59468,10
31,60866,10
31,62306,10
31,65128,10
31,68356,10
31,68570,9
31,71602,10
31,72621,10
31,74054,10
31,74603,10
31,75261,10
31,75906,10
31,76965,10
31,77611,7
31,78213,8
31,79706,10
31,80721,10
31,81210,10
31,81324,10
31,82387,10
31,83097,9
31,83330,10
31,83601,5
31,84151,10
31,84884,10
31,88181,10
31,90090,10
31,91091,10
31,95070,10
31,95805,10
31,95988,6
31,96095,10
31,96993,10
31,97436,10
31,98112,10
31,100377,10
31,103054,10
31,104420,10
31,105249,10
31,108064,10
31,112729,7
31,116024,9
31,116733,10
31,118357,10
31,118393,10
31,121994,10
31,122037,8
31,122526,10
31,123855,10
31,126001,10
31,126312,7
31,126708,10
31,130656,10
31,130695,10
31,131432,10
31,132526,10
31,133434,10
31,134723,10
38,4908,10
38,5472,10
38,6384,10
38,7484,10
38,8305,10
38,10492,9
38,10811,10
38,10946,10
38,11345,10
38,12455,10
38,14258,10
38,14873,10
38,15562,10
38,16682,10
38,19031,10
38,19826,10
38,20078,10
38,20468,10
38,20849,10
38,23557,10
38,25683,10
38,27828,10
38,27877,10
38,29098,10
38,29174,10
38,30605,10
38,32390,10
38,32447,8
38,39232,8
38,39994,10
38,45992,10
38,46070,10
38,46379,10
38,49805,10
38,49976,10
38,51201,10
38,51372,10
38,51868,10
38,52477,10
38,54883,10
38,57427,10
38,58998,10
38,60466,10
38,62546,10
38,63683,10
38,65128,10
38,66316,10
38,68774,10
38,72482,10
38,72963,10
38,73767,10
38,74617,10
38,74992,9
38,75261,10
38,75906,10
38,76401,10
38,78609,10
38,79706,10
38,81210,10
38,83815,10
38,86665,10
38,86832,10
38,87283,10
38,87763,10
38,88181,10
38,89534,10
38,89962,10
38,92049,10
38,93166,10
38,95628,10
38,100867,8
38,103347,10
38,104245,10
38,110891,10
38,116683,10
38,120490,10
38,121660,10
38,122827,10
38,123633,10
38,125711,10
38,126433,10
38,126872,10
38,131432,10
38,133907,10
38,134723,10
63,831,9
63,2200,10
63,14258,9
63,36424,10
63,83601,6
63,92231,10
63,108748,1
63,117059,7
63,122037,9
63,124208,10
63,125294,8
63,126293,8
63,134384,10
77,10017,7
77,31601,10
77,52391,10
77,57137,10
77,81498,10
77,82197,10
77,117981,10
77,120365,10
86,31116,8
86,36286,3
86,40541,8
86,45418,8
86,46833,4
86,63473,7
86,64340,7
86,68026,10
86,68356,2
86,81470,10
86,81972,1
86,107374,2
86,110957,6
86,112616,1
86,113157,10
153,3306,10
153,3650,10
153,3949,10
153,4627,10
153,8583,10
153,11653,10
153,13346,10
153,15259,10
153,18546,10
153,19826,10
153,20172,10
153,21899,10
153,22655,10
153,23100,10
153,23630,10
153,24360,10
153,30605,10
153,32447,7
153,37553,10
153,43163,10
153,46240,10
153,50879,10
153,51439,10
153,51506,10
153,52470,10
153,61410,10
153,62875,10
153,63096,10
153,63630,10
153,69234,10
153,70118,10
153,79328,10
153,80363,10
153,84884,10
153,87283,10
153,91288,10
153,95207,10
153,96028,10
153,98248,10
153,107860,10
153,108643,10
153,116444,10
153,121364,10
153,122077,10
153,122526,10
153,124183,10
153,129844,9
153,130631,10
153,132042,10
153,134849,10
215,10125,10
215,15381,10
215,20357,7
215,22308,10
215,22319,10
215,23187,5
215,37867,10
215,47151,10
215,47534,9
215,56263,10
215,57346,10
215,58529,10
215,59363,10
215,74829,10
215,80974,10
215,81498,10
215,81670,9
215,100855,10
215,101384,10
215,104097,9
215,110028,10
215,114376,10
215,120269,10
215,121297,10
215,125429,10
276,31116,10
276,59713,10
276,102759,10
276,113157,10
276,128085,10
289,484,10
289,4072,10
289,21429,10
289,23557,10
289,25095,10
289,30074,10
289,31116,10
289,32390,10
289,37553,10
289,40817,10
289,44100,10
289,44810,10
289,46070,10
289,51372,10
289,55213,10
289,64014,1
289,64277,10
289,67183,10
289,70764,10
289,102246,10
289,102851,10
289,119810,10
289,121768,10
289,125795,10
289,130483,10
340,4511,10
340,10492,10
340,16682,9
340,18534,10
340,33940,10
340,45992,6
340,52163,10
340,68322,10
340,76965,10
340,83988,10
340,119468,10
340,122557,10
340,123341,10
340,132680,10
340,133434,10
357,1978,6
357,7903,10
357,14258,9
357,19826,10
357,20108,9
357,22319,10
357,27683,3
357,28099,10
357,30948,10
357,43345,10
357,43610,6
357,44100,10
357,52610,10
357,52976,10
357,54365,4
357,56116,10
357,56792,7
357,57517,10
357,58367,8
357,92953,10
357,94833,7
357,103050,10
357,103461,10
357,105862,10
357,118354,10
357,130815,10
357,131449,10
357,132680,5
378,6146,10
378,12118,10
378,15611,10
378,21557,10
378,31116,8
378,41724,10
378,59978,10
378,60724,10
378,60866,10
378,61757,10
378,64054,10
378,68774,10
378,72621,10
378,79058,10
378,81334,10
378,95025,10
378,98450,10
378,99122,10
378,108064,10
378,120143,10
378,128874,10
378,131972,8
378,134723,10
449,10758,3
449,52391,10
449,77665,8
449,81908,9
449,90377,10
449,110296,1
460,3015,8
460,8358,10
460,9345,8
460,11674,10
460,30302,10
460,35133,10
460,37184,10
460,40983,10
460,58678,10
460,74992,10
460,82446,10
460,85512,10
460,97383,10
460,100582,10
460,102328,10
460,105133,9
460,105720,10
460,130815,10
460,134835,10
484,289,10
484,669,10
484,4636,10
484,4770,10
484,5004,10
484,10148,10
484,10492,10
484,12455,10
484,15912,10
484,16387,10
484,16682,10
484,25095,10
484,25504,10
484,30188,10
484,36700,10
484,37184,9
484,43849,10
484,45876,10
484,46066,10
484,46070,10
484,46232,10
484,46240,8
484,46810,10
484,50285,10
484,50910,10
484,52359,10
484,61659,10
484,62717,10
484,65714,10
484,66300,10
484,67265,10
484,68846,10
484,70094,10
484,71377,10
484,71602,10
484,72330,10
484,74603,10
484,76223,10
484,76965,10
484,79328,10
484,91982,10
484,93105,10
484,94977,9
484,95534,10
484,100867,9
484,101141,10
484,102072,10
484,107170,10
484,109694,10
484,109947,10
484,113286,10
484,118354,10
484,121994,10
484,122401,10
484,123633,10
484,128168,10
484,131432,10
518,5962,8
518,12763,10
518,14258,10
518,16066,3
518,22319,10
518,23325,4
518,25414,10
518,25815,5
518,27174,10
518,29274,10
518,30442,7
518,30561,10
518,35760,10
518,35926,10
518,39198,5
518,40570,10
518,44599,8
518,44886,10
518,45992,8
518,50624,8
518,51372,10
518,52470,10
518,53085,10
518,53226,10
518,61495,10
518,63683,10
518,66769,10
518,68570,7
518,74603,10
518,75169,10
518,75516,10
518,78213,10
518,81210,10
518,82387,10
518,83601,7
518,85154,10
518,97992,10
518,102328,9
518,103129,1
518,104565,8
518,106206,10
518,107283,9
518,108497,10
518,108584,10
518,108643,5
